Names,Answer,Series
turn,musical ornamentation,12
splice,knotting terms,12
lashing,knotting terms,12
standing-end,knotting terms,12
bight,knotting terms,12
ria,inlets,12
firth,inlets,12
sound,inlets,12
fjord,inlets,12
albert-ross,homophones of birds,12
petrol,homophones of birds,12
rennes,homophones of birds,12
miner,homophones of birds,12
reeve,played superman,12
cain,played superman,12
routh,played superman,12
cavill,played superman,12
holmes,british female athletes,12
child,british female athletes,12
lewis,british female athletes,12
rand,british female athletes,12
false,hood,12
liveli,hood,12
neighbour,hood,12
knight,hood,12
manciple,canterbury tales,12
squire,canterbury tales,12
second-nun,canterbury tales,12
miller,canterbury tales,12
slip,cricketing terms,12
square,cricketing terms,12
yorker,cricketing terms,12
bail,cricketing terms,12
baffle,words meaning to perplex,12
puzzle,words meaning to perplex,12
bewilder,words meaning to perplex,12
stump,words meaning to perplex,12
darby,founders of christian movements,12
eddy,founders of christian movements,12
smith,founders of christian movements,12
fox,founders of christian movements,12
murdoch,female novelists,12
barker,female novelists,12
wesley,female novelists,12
lively,female novelists,12
scull,rowing terms,12
stroke,rowing terms,12
crab,rowing terms,12
blade,rowing terms,12
blessed,famous brians,12
lara,famous brians,12
may,famous brians,12
cox,famous brians,12
national,grand,12
piano,grand,12
cru,grand,12
canyon,grand,12
clough,ravines,12
chasm,ravines,12
gorge,ravines,12
gulch,ravines,12
suzuki,bond girls,12
ryder,bond girls,12
galore,bond girls,12
goodnight,bond girls,12
moresby,port placenames,12
harcourt,port placenames,12
elizabeth,port placenames,12
talbot,port placenames,12
indian,motorcycle brands,12
triumph,motorcycle brands,12
ducati,motorcycle brands,12
aprilia,motorcycle brands,12
melbourne,sporting cups,12
fed,sporting cups,12
stanley,sporting cups,12
calcutta,sporting cups,12
siege,things you can raise,12
eyebrow,things you can raise,12
hell,things you can raise,12
roof,things you can raise,12
michael-corleone,fratricides,12
romulus,fratricides,12
cain,fratricides,12
scar,fratricides,12
madonna,piercings,12
prince-albert,piercings,12
tragus,piercings,12
snake-bites,piercings,12
libertine,"i,",12
robot,"i,",12
claudius,"i,",12
partridge,"i,",12
grisham,thriller authors,12
slaughter,thriller authors,12
rendell,thriller authors,12
child,thriller authors,12
kept,english counties with a letter changed,12
demon,english counties with a letter changed,12
cornwell,english counties with a letter changed,12
corset,english counties with a letter changed,12
farthingale,undergarments,12
teddy,undergarments,12
basque,undergarments,12
slip,undergarments,12
keep,parts of a castle,12
bailey,parts of a castle,12
chemise,parts of a castle,12
glacis,parts of a castle,12
lewinsky,famous people called monica,12
galetti,famous people called monica,12
ali,famous people called monica,12
seles,famous people called monica,12
beelzebub,sunday uk crossword names,12
mephisto,sunday uk crossword names,12
azed,sunday uk crossword names,12
ev,sunday uk crossword names,12
fiend,synonyms for the devil,12
dickens,synonyms for the devil,12
scratch,synonyms for the devil,12
imp,synonyms for the devil,12
gimme,golfing terms,12
nassau,golfing terms,12
fore,golfing terms,12
rough,golfing terms,12
nicholson,spurs managers,12
sherwood,spurs managers,12
hoddle,spurs managers,12
pleat,spurs managers,12
kielder,english forests,12
ashdown,english forests,12
hainault,english forests,12
new,english forests,12
brace,words for numbers,12
gross,words for numbers,12
score,words for numbers,12
nelson,words for numbers,12
crown,dentistry terms,12
amalgam,dentistry terms,12
calculus,dentistry terms,12
root,dentistry terms,12
heartbeat,dramas set in yorkshire,12
threads,dramas set in yorkshire,12
downton-abbey,dramas set in yorkshire,12
happy-valley,dramas set in yorkshire,12
oscillating,mechanical motion,12
reciprocating,mechanical motion,12
linear,mechanical motion,12
rotary,mechanical motion,12
hercules,clubs,12
monday,clubs,12
golf,clubs,12
in-the-pudding,clubs,12
selenium,named after the moon,12
lunatic,named after the moon,12
jericho,named after the moon,12
month,named after the moon,12
christabel,campaigners for womens suffrage,12
emmeline,campaigners for womens suffrage,12
emily,campaigners for womens suffrage,12
annie,campaigners for womens suffrage,12
carrot,members of the parsley family,12
dill,members of the parsley family,12
cicely,members of the parsley family,12
angelica,members of the parsley family,12
paradise,fools,12
parsley,fools,12
errand,fools,12
gold,fools,12
riser,parts of a staircase,12
tread,parts of a staircase,12
nosing,parts of a staircase,12
cap,parts of a staircase,12
flashing,roofing terminology,12
dormer,roofing terminology,12
gable,roofing terminology,12
eaves,roofing terminology,12
howard,gone with the wind cast,12
leigh,gone with the wind cast,12
de-havilland,gone with the wind cast,12
rutherford,gone with the wind cast,12
hawker-siddeley,uk aviation companies,12
bristol,uk aviation companies,12
vickers-armstrongs,uk aviation companies,12
shorts,uk aviation companies,12
warwick,parkway stations,12
didcot,parkway stations,12
east-midlands,parkway stations,12
liverpool-south,parkway stations,12
jazz,apples,12
gala,apples,12
honeygold,apples,12
jonathan,apples,12
healing,can precede hands,12
join,can precede hands,12
greg,can precede hands,12
show-of,can precede hands,12
pippin,hobbits,12
merry,hobbits,12
gaffer,hobbits,12
sam,hobbits,12
twill,types of tape,12
duct,types of tape,12
ticker,types of tape,12
cassette,types of tape,12
jay,initial as surname,12
malcolm,initial as surname,12
jessie,initial as surname,12
agnes,initial as surname,12
bay,window,12
rose,window,12
shop,window,12
louvre,window,12
picasso,parisian museums,12
carnavalet,parisian museums,12
dorsay,parisian museums,12
marmottan,parisian museums,12
power,walking,12
hill,walking,12
sleep,walking,12
street,walking,12
ras,terms for junior royalty,12
prince,terms for junior royalty,12
mirza,terms for junior royalty,12
infante,terms for junior royalty,12
wilson,tennis racket manufacturers,12
dunlop,tennis racket manufacturers,12
babolat,tennis racket manufacturers,12
head,tennis racket manufacturers,12
bill,synonyms of promontory,12
ness,synonyms of promontory,12
point,synonyms of promontory,12
cape,synonyms of promontory,12
flower,cardinal,12
number,cardinal,12
sin,cardinal,12
beetle,cardinal,12
windermere,"oscar wilde ""ladies""",12
hunstanton,"oscar wilde ""ladies""",12
bracknell,"oscar wilde ""ladies""",12
chiltern,"oscar wilde ""ladies""",12
malvern,ranges of hills,12
quantock,ranges of hills,12
galloway,ranges of hills,12
preseli,ranges of hills,12
cheviot,breeds of sheep,12
rambouillet,breeds of sheep,12
ile-de-france,breeds of sheep,12
corriedale,breeds of sheep,12
martinique,french administrative regions,12
reunion,french administrative regions,12
mayotte,french administrative regions,12
brittany,french administrative regions,12
canopic,types of jar,12
bell,types of jar,12
cookie,types of jar,12
leyden,types of jar,12
root,england test cricketers,12
cook,england test cricketers,12
stoke,england test cricketers,12
anderson,england test cricketers,12
runner,beans,12
lima,beans,12
tonka,beans,12
navy,beans,12
broad,cast,12
over,cast,12
fore,cast,12
type,cast,12
maigret,rowan atkinson roles,12
bean,rowan atkinson roles,12
blackadder,rowan atkinson roles,12
fowler,rowan atkinson roles,12
riverjack,snakes,12
eggeater,snakes,12
treeboa,snakes,12
hornedviper,snakes,12
english,standard,12
deviation,standard,12
lamp,standard,12
wing,standard,12
solution,river erosion,12
attrition,river erosion,12
abrasion,river erosion,12
hydraulic-action,river erosion,12
autumn,odes by keats,12
melancholy,odes by keats,12
grecian-urn,odes by keats,12
psyche,odes by keats,12
the-machine,florence,12
the-magic-roundabout,florence,12
nightingale,florence,12
michelangelos-david,florence,12
the-flumps,childrens tv programmes,12
waybuloo,childrens tv programmes,12
noggin-the-nog,childrens tv programmes,12
engie-benjy,childrens tv programmes,12
woolloomooloo,places in sydney,12
bondi-beach,places in sydney,12
paddington,places in sydney,12
the-rocks,places in sydney,12
marx,brothers,12
chuckle,brothers,12
coen,brothers,12
everly,brothers,12
chortle,"words for ""to laugh""",12
guffaw,"words for ""to laugh""",12
cachinnate,"words for ""to laugh""",12
titter,"words for ""to laugh""",12
chair,wheel,12
spin,wheel,12
barrow,wheel,12
wight,wheel,12
keswick,places in cumbria,12
aspatria,places in cumbria,12
kendal,places in cumbria,12
cockermouth,places in cumbria,12
coral,shades of pink,12
oyster,shades of pink,12
shocking,shades of pink,12
fuchsia,shades of pink,12
navigo,smart travel cards,12
calypso,smart travel cards,12
get-me-there,smart travel cards,12
octopus,smart travel cards,12
nausicaa,characters in the odyssey,12
circe,characters in the odyssey,12
nestor,characters in the odyssey,12
polyphemus,characters in the odyssey,12
santeria,caribbean things,12
mojito,caribbean things,12
ackee,caribbean things,12
reggae,caribbean things,12
praetor,roman imperial officials,12
consul,roman imperial officials,12
aedile,roman imperial officials,12
legate,roman imperial officials,12
clip,paper,12
chase,paper,12
money,paper,12
trail,paper,12
centurion,military tanks,12
tiger,military tanks,12
abrams,military tanks,12
merkava,military tanks,12
challenger,fictional professors,12
langdon,fictional professors,12
van-helsing,fictional professors,12
frink,fictional professors,12
cullinan,diamonds,12
taylor-burton,diamonds,12
hope,diamonds,12
koh-i-noor,diamonds,12
dingle,bays,12
hudson,bays,12
botany,bays,12
guanabara,bays,12
scarlett,crimean war leaders,12
cardigan,crimean war leaders,12
lucan,crimean war leaders,12
raglan,crimean war leaders,12
barton,emmerdale families,12
sugden,emmerdale families,12
thomas,emmerdale families,12
sharma,emmerdale families,12
bread,single word sitcom titles,12
rhoda,single word sitcom titles,12
taxi,single word sitcom titles,12
soap,single word sitcom titles,12
robert,african presidents,12
omar,african presidents,12
ellen,african presidents,12
uhuru,african presidents,12
squirrel,flying,12
jacob,flying,12
carpet,flying,12
saucer,flying,12
music,they have scales,12
dieters,they have scales,12
fish,they have scales,12
maps,they have scales,12
fletching,parts of an arrow,12
nock,parts of an arrow,12
shaft,parts of an arrow,12
head,parts of an arrow,12
nob,lost their initial k,12
nave,lost their initial k,12
night,lost their initial k,12
not,lost their initial k,12
deal,anagrams of metals,12
livers,anagrams of metals,12
nit,anagrams of metals,12
snug-tent,anagrams of metals,12
walmer,castles in kent,12
cooling,castles in kent,12
hever,castles in kent,12
leeds,castles in kent,12
mandrake,poisons,12
rue,poisons,12
aconite,poisons,12
belladonna,poisons,12
canada,goose,12
spruce,goose,12
grey,goose,12
mother,goose,12
sarkozy,start with islands,12
barracuda,start with islands,12
mullet,start with islands,12
achilles,start with islands,12
pine,conifers,12
hemlock,conifers,12
cypress,conifers,12
fir,conifers,12
zebra,road crossings,12
pegasus,road crossings,12
puffin,road crossings,12
toucan,road crossings,12
ladybird,publishers,12
bloomsbury,publishers,12
penguin,publishers,12
doubleday,publishers,12
eagle,lunar landers,12
orion,lunar landers,12
aquarius,lunar landers,12
snoopy,lunar landers,12
sparrow,pirates of the caribbean characters,12
swann,pirates of the caribbean characters,12
turner,pirates of the caribbean characters,12
barbossa,pirates of the caribbean characters,12
cherry,tomatoes,12
plum,tomatoes,12
beefsteak,tomatoes,12
grape,tomatoes,12
cooling,types of tower,12
bell,types of tower,12
clock,types of tower,12
shot,types of tower,12
late,iso,12
tope,iso,12
bar,iso,12
tonic,iso,12
7,prince songs,12
cream,prince songs,12
kiss,prince songs,12
sexy-mf,prince songs,12
fugu,fishes,12
dace,fishes,12
hoki,fishes,12
dab,fishes,12
stalk,parts of a mushroom,12
umbo,parts of a mushroom,12
cap,parts of a mushroom,12
volva,parts of a mushroom,12
oven,dutch,12
courage,dutch,12
auction,dutch,12
leaf,dutch,12
vaux,british breweries,12
flowers,british breweries,12
bass,british breweries,12
castle,british breweries,12
irish-moss,marine algae,12
wrack,marine algae,12
sargasso,marine algae,12
tangle,marine algae,12
earl,kings,12
larry,kings,12
rodney,kings,12
carole,kings,12
labrador,north atlantic seas,12
irish,north atlantic seas,12
wadden,north atlantic seas,12
bothnian,north atlantic seas,12
dog,pound,12
imperial,pound,12
pink,pound,12
stephen,pound,12
atari,"terms from ""go""",12
liberty,"terms from ""go""",12
monkey-jump,"terms from ""go""",12
dame,"terms from ""go""",12
great-paul,bells,12
tsar,bells,12
japanese-peace,bells,12
lutine,bells,12
odyssey,video game consoles,12
dreamcast,video game consoles,12
neo-geo,video game consoles,12
n64,video game consoles,12
maharani,rulers,12
satrap,rulers,12
doge,rulers,12
kaiser,rulers,12
lit-and-phil,libraries,12
wren,libraries,12
beinecke,libraries,12
george-peabody,libraries,12
portcullis,coin reverses,12
tudor-rose,coin reverses,12
lion,coin reverses,12
britannia,coin reverses,12
test,laboratory tubes,12
thiele,laboratory tubes,12
nmr,laboratory tubes,12
thistle,laboratory tubes,12
buzz,defunct airlines,12
caledonian,defunct airlines,12
go,defunct airlines,12
bea,defunct airlines,12
32,freezing points of water,12
0,freezing points of water,12
27315,freezing points of water,12
49167,freezing points of water,12
1066,king william accessions,12
1689,king william accessions,12
1087,king william accessions,12
1830,king william accessions,12
33-33,record rpms,12
16-66,record rpms,12
78,record rpms,12
45,record rpms,12
300,film titles,12
2012,film titles,12
10,film titles,12
infinity,film titles,12
1837,accession dates of queens,12
1702,accession dates of queens,12
1558,accession dates of queens,12
1952,accession dates of queens,12
27,cubes,12
1,cubes,12
125,cubes,12
343,cubes,12
1500,athletics distances,12
